,Player,Tm,Pos,G,GS,Rec,RecYds,RecTD,Year
3780,Kenneth Darby,STL,RB,10,0,19,183,0,2008
3815,Peyton Hillis,DEN,RB,12,6,14,179,1,2008
3756,Jamal Lewis,CLE,RB,16,16,23,178,0,2008
3754,Earnest Graham,TAM,RB,10,10,23,174,0,2008
3750,Willis McGahee,BAL,RB,13,8,24,173,0,2008
3777,Michael Bush,OAK,RB,15,0,19,162,0,2008
3794,Sammy Morris,NWE,RB,13,7,17,161,0,2008
3762,Jason Wright,CLE,RB,15,0,22,156,1,2008
3784,Maurice Morris,SEA,RB,13,6,19,136,2,2008
3798,DeShaun Foster,SFO,RB,16,2,16,133,1,2008
3790,Deuce McAllister,NOR,RB,13,6,18,128,1,2008
3768,Adrian Peterson,MIN,RB,16,15,21,125,0,2008
3761,DeAngelo Williams,CAR,RB,16,16,22,121,2,2008
3789,Ryan Grant,GNB,RB,16,14,18,116,1,2008
3831,Jerome Harrison,CLE,RB,15,0,12,116,1,2008
3862,Michael Pittman,DEN,RB,8,3,10,112,0,2008
3801,Fred Taylor,JAX,RB,13,13,16,98,0,2008
3832,Jacob Hester,SDG,RB,16,3,12,91,1,2008
3884,Jason Snelling,ATL,RB,16,1,8,89,0,2008
3836,Rudi Johnson,DET,RB,14,4,12,88,1,2008
3834,Edgerrin James,ARI,RB,13,7,12,85,0,2008
3835,Larry Johnson,KAN,RB,12,12,12,74,0,2008
3774,Chris Perry,CIN,RB,13,6,20,71,0,2008
3816,Julius Jones,SEA,RB,15,10,14,66,0,2008
3856,Tatum Bell,DEN,RB,7,3,10,57,0,2008
3929,Najeh Davenport,2TM,RB,6,0,4,54,0,2008
3858,Justin Fargas,OAK,RB,14,14,10,52,0,2008
3864,Kolby Smith,KAN,RB,7,3,10,52,0,2008
3872,Aaron Stecker,NOR,RB,6,0,9,52,1,2008
3977,De Dorsey,CIN,RB,4,0,2,49,0,2008
3885,Jonathan Stewart,CAR,RB,16,0,8,47,0,2008
3903,James Johnson,CIN,RB,4,0,6,47,0,2008
3907,Adrian Peterson,CHI,RB,15,0,6,45,0,2008
3894,Cadillac Williams,TAM,RB,6,1,7,43,0,2008
3899,Quinton Ganther,TEN,RB,13,0,6,43,0,2008
3901,Tony Hunt,PHI,RB,6,2,6,42,0,2008
3913,Ahmad Bradshaw,NYG,RB,15,0,5,42,1,2008
3912,Michael Turner,ATL,RB,16,16,6,41,0,2008
3943,BenJarvus Green-Ellis,NWE,RB,9,3,3,37,0,2008
3902,Brandon Jacobs,NYG,RB,13,13,6,36,0,2008
3919,Travis Minor,STL,RB,13,0,5,35,0,2008
3844,Ahman Green,HOU,RB,8,1,11,32,0,2008
3960,Chad Simpson,IND,RB,11,0,3,30,0,2008
3966,DeShawn Wynn,GNB,RB,5,0,3,30,0,2008
3909,Owen Schmitt,SEA,RB,15,1,6,29,0,2008
3916,Carey Davis,PIT,RB,14,3,5,27,0,2008
3927,Aveion Cason,DET,RB,7,0,4,27,0,2008
3945,Andre Hall,DEN,RB,8,0,3,25,0,2008
3937,Clifton Smith,TAM,RB,9,0,4,24,0,2008
3958,P.J. Pope,DEN,RB,5,1,3,24,1,2008
4025,Alvin Pearman,JAX,RB,1,0,1,23,1,2008
3952,Kregg Lumpkin,GNB,RB,2,0,3,22,0,2008
4017,Mike Hart,IND,RB,5,0,1,18,0,2008
3986,Rashard Mendenhall,PIT,RB,4,1,2,17,0,2008
3987,Montell Owens,JAX,RB,16,0,2,17,0,2008
3922,LenDale White,TEN,RB,16,2,5,16,0,2008
3967,Selvin Young,DEN,RB,8,5,3,16,0,2008
3955,Ryan Moats,HOU,RB,9,0,3,14,0,2008
4000,Mike Bell,NOR,RB,4,0,1,14,0,2008
3926,Charles Ali,CLE,RB,15,4,4,13,0,2008
3956,Willie Parker,PIT,RB,11,11,3,13,0,2008
4008,Jason Davis,2TM,RB,6,3,1,12,0,2008
3896,Lorenzo Booker,PHI,RB,10,1,6,11,0,2008
3928,Tim Castille,ARI,RB,14,0,4,11,0,2008
3980,Felix Jones,DAL,RB,6,0,2,10,0,2008
3996,Shaun Alexander,WAS,RB,4,0,1,9,0,2008
4038,Chauncey Washington,JAX,RB,6,0,1,9,0,2008
3992,Olaniyi Sobomehin,NOR,RB,1,0,2,8,0,2008
3972,Jesse Chatman,NYJ,RB,3,0,2,5,0,2008
3981,Kevin Jones,CHI,RB,11,0,2,5,0,2008
3998,Lance Ball,IND,RB,1,0,1,5,0,2008
3964,Kenny Watson,CIN,RB,10,0,3,4,0,2008
4002,Michael Bennett,2TM,RB,5,0,1,2,0,2008
3942,Nick Goings,CAR,RB,16,0,3,1,0,2008
3989,Dantrell Savage,KAN,RB,8,0,2,0,0,2008
4049,T.J. Duckett,SEA,RB,16,0,0,0,0,2008
4013,Samkon Gado,STL,RB,1,0,1,-1,0,2008
3999,Jackie Battle,KAN,RB,9,0,1,-2,0,2008
4031,Gary Russell,PIT,RB,12,0,1,-2,0,2008
4085,Ray Rice,BAL,RB,16,15,78,702,1,2009
4133,Chris Johnson,TEN,RB,16,16,50,503,2,2009
4154,Darren Sproles,SDG,RB,16,2,45,497,4,2009
4108,Matt Forte,CHI,RB,16,16,57,471,0,2009
4160,Adrian Peterson,MIN,RB,16,15,43,436,0,2009
4101,Tim Hightower,ARI,RB,16,16,63,428,0,2009
4156,Steve Slaton,HOU,RB,11,10,44,417,4,2009
4165,Kevin Smith,DET,RB,13,13,41,415,1,2009
4123,Frank Gore,SFO,RB,14,14,52,406,3,2009
4157,Chester Taylor,MIN,RB,16,0,44,389,1,2009
4120,Maurice Jones-Drew,JAX,RB,16,16,53,374,1,2009
4145,Fred Jackson,BUF,RB,16,11,46,371,2,2009
4164,Justin Forsett,SEA,RB,16,2,41,350,1,2009
4125,Joseph Addai,IND,RB,15,15,51,336,3,2009
4141,Reggie Bush,NOR,RB,14,8,47,335,3,2009
4130,Steven Jackson,STL,RB,15,15,51,322,0,2009
4168,LeSean McCoy,PHI,RB,16,4,40,308,0,2009
4170,Pierre Thomas,NOR,RB,14,6,39,302,2,2009
4177,Kevin Faulk,NWE,RB,15,7,37,301,1,2009
4166,Jamaal Charles,KAN,RB,15,10,40,297,1,2009
4185,Ricky Williams,MIA,RB,16,7,35,264,2,2009
4227,Rashard Mendenhall,PIT,RB,16,12,25,261,1,2009
4202,Jason Snelling,ATL,RB,14,2,30,259,1,2009
4208,DeAngelo Williams,CAR,RB,13,13,29,252,0,2009
4241,Darren McFadden,OAK,RB,12,7,21,245,0,2009
4195,Correll Buckhalter,DEN,RB,14,7,31,240,0,2009
4182,Julius Jones,SEA,RB,14,14,35,232,2,2009
4219,Marion Barber III,DAL,RB,15,15,26,221,0,2009
4188,Jerome Harrison,CLE,RB,14,7,34,220,2,2009
4200,Brian Leonard,CIN,RB,14,1,30,217,0,2009
4213,Cadillac Williams,TAM,RB,16,15,28,217,3,2009
4212,Knowshon Moreno,DEN,RB,16,9,28,213,2,2009
4221,Maurice Morris,DET,RB,14,3,26,210,0,2009
4236,Ahmad Bradshaw,NYG,RB,15,1,21,207,0,2009
4224,Ryan Grant,GNB,RB,16,16,25,197,0,2009
4274,Mike Tolbert,SDG,RB,16,3,17,192,3,2009
4239,Brandon Jackson,GNB,RB,12,0,21,187,1,2009
4259,Jerious Norwood,ATL,RB,10,4,19,186,1,2009
4263,Brandon Jacobs,NYG,RB,15,15,18,184,1,2009
4229,Brian Westbrook,PHI,RB,8,7,25,181,1,2009
4258,Sammy Morris,NWE,RB,12,5,19,180,0,2009
4211,Marshawn Lynch,BUF,RB,13,6,28,179,0,2009
4267,Ladell Betts,WAS,RB,10,2,17,179,0,2009
4307,Donald Brown,IND,RB,11,1,11,169,0,2009
4247,Lex Hilliard,MIA,RB,16,0,20,158,2,2009
4248,Vonta Leach,HOU,RB,16,4,20,155,1,2009
4251,LaDainian Tomlinson,SDG,RB,14,14,20,154,0,2009
4243,Mewelde Moore,PIT,RB,16,0,21,153,2,2009
4252,Derrick Ward,TAM,RB,14,1,20,150,2,2009
4306,Beanie Wells,ARI,RB,16,0,12,143,0,2009
4264,Jonathan Stewart,CAR,RB,16,3,18,139,1,2009
4282,Tashard Choice,DAL,RB,16,0,15,132,0,2009
4287,Leon Washington,NYJ,RB,7,0,15,131,0,2009
4257,Felix Jones,DAL,RB,14,1,19,119,0,2009
4266,Cedric Benson,CIN,RB,13,13,17,111,0,2009
4292,Earnest Graham,TAM,RB,13,6,14,109,0,2009
4297,Ryan Moats,HOU,RB,14,2,13,106,1,2009
4268,Michael Bush,OAK,RB,16,7,17,105,0,2009
4279,Rashad Jennings,JAX,RB,15,0,16,101,0,2009
4293,Laurence Maroney,NWE,RB,15,5,14,99,0,2009
4327,Quinton Ganther,WAS,RB,8,4,9,99,0,2009
4290,Ronnie Brown,MIA,RB,9,9,14,98,0,2009
4261,Kenneth Darby,STL,RB,16,1,18,96,0,2009
4305,Gary Russell,OAK,RB,12,4,12,96,0,2009
4338,Arian Foster,HOU,RB,6,1,8,93,0,2009
4341,Jamal Lewis,CLE,RB,9,8,8,88,0,2009
4347,Danny Woodhead,NYJ,RB,10,0,8,87,0,2009
4285,Willis McGahee,BAL,RB,16,1,15,85,2,2009
4321,Aaron Brown,DET,RB,15,2,9,84,1,2009
4318,LaRod Stephens-Howling,ARI,RB,16,2,10,83,1,2009
4284,Larry Johnson,2TM,RB,14,7,15,80,0,2009
4308,Glen Coffee,SFO,RB,14,2,11,76,0,2009
4276,Chris Brown,HOU,RB,14,4,16,74,0,2009
4320,Naufahu Tahi,MIN,RB,15,2,10,67,1,2009
4398,Bernard Scott,CIN,RB,13,2,5,67,0,2009
4363,Michael Bennett,SDG,RB,6,0,6,65,0,2009
4376,Willie Parker,PIT,RB,14,3,6,64,1,2009
4380,Tyrell Sutton,CAR,RB,7,1,6,62,0,2009
4316,Thomas Jones,NYJ,RB,16,16,10,58,0,2009
4374,Marcus Mason,WAS,RB,10,0,6,58,0,2009
4332,Clinton Portis,WAS,RB,8,8,9,57,1,2009
4331,Chris Jennings,CLE,RB,9,1,9,56,0,2009
4391,Mike Hart,IND,RB,9,0,5,54,0,2009
4335,Jason Wright,ARI,RB,16,0,9,53,2,2009
4361,Dantrell Savage,KAN,RB,5,0,7,51,0,2009
4390,Lynell Hamilton,NOR,RB,9,1,5,48,0,2009
4403,Tim Castille,KAN,RB,7,0,4,37,1,2009
4401,Michael Turner,ATL,RB,11,11,5,35,0,2009
4400,Aaron Stecker,ATL,RB,9,0,5,34,0,2009
4397,Louis Rankin,2TM,RB,9,0,5,33,0,2009
4354,Luke Lawton,OAK,RB,13,3,7,31,0,2009
4357,Moran Norris,SFO,RB,16,7,7,31,0,2009
4419,Samkon Gado,STL,RB,15,0,3,25,0,2009
4418,Patrick Cobbs,MIA,RB,5,0,3,23,0,2009
4378,Owen Schmitt,SEA,RB,15,1,6,21,1,2009
4422,Verron Haynes,ATL,RB,7,2,3,20,0,2009
4446,Marcel Reece,OAK,RB,2,0,2,20,0,2009
4409,Peyton Hillis,DEN,RB,14,2,4,19,0,2009
4423,Edgerrin James,SEA,RB,7,0,3,19,0,2009
4455,DeShawn Wynn,GNB,RB,4,0,2,19,0,2009
4485,Chris Ogbonnaya,STL,RB,2,0,1,19,0,2009
4421,Ahman Green,GNB,RB,8,0,3,18,0,2009
4451,Fred Taylor,NWE,RB,6,1,2,17,0,2009
4432,Danny Ware,NYG,RB,8,0,3,15,0,2009
4438,Mike Goodson,CAR,RB,8,0,2,15,0,2009
4433,LenDale White,TEN,RB,13,0,3,14,0,2009
4437,Kyle Eckel,NOR,RB,7,2,2,14,0,2009
4402,Mike Bell,NOR,RB,13,3,4,12,0,2009
4453,Garrett Wolfe,CHI,RB,8,0,2,12,0,2009
4439,BenJarvus Green-Ellis,NWE,RB,12,0,2,11,0,2009
4445,Adrian Peterson,CHI,RB,14,0,2,11,0,2009
4448,Kolby Smith,KAN,RB,4,0,2,9,0,2009
4406,James Davis,CLE,RB,2,0,4,5,0,2009
4479,Stefan Logan,PIT,RB,16,1,1,5,0,2009
4441,Quinn Johnson,GNB,RB,9,0,2,4,0,2009
4447,Clifton Smith,TAM,RB,11,0,2,4,0,2009
4458,Kahlil Bell,CHI,RB,7,0,1,4,0,2009
4477,Matt Lawrence,BAL,RB,8,0,1,4,0,2009
4491,Chris Pressley,TAM,RB,7,3,1,2,0,2009
4427,Chad Simpson,IND,RB,14,0,3,1,0,2009
4501,Brock Bolen,JAX,RB,3,0,0,0,0,2009
4504,Tony Fiammetta,CAR,RB,10,2,0,0,0,2009
4508,Shonn Greene,NYJ,RB,14,0,0,0,0,2009
4511,Gartrell Johnson,NYG,RB,10,0,0,0,0,2009
4512,LaMont Jordan,DEN,RB,9,0,0,0,0,2009
4517,Xavier Omon,BUF,RB,5,0,0,0,0,2009
4518,Montell Owens,JAX,RB,16,0,0,0,0,2009
4528,Javarris Williams,KAN,RB,4,0,0,0,0,2009
4436,Jackie Battle,KAN,RB,5,0,2,-3,0,2009
4560,Arian Foster,HOU,RB,16,13,66,604,2,2010
4544,LeSean McCoy,PHI,RB,15,13,78,592,2,2010
4568,Ray Rice,BAL,RB,16,14,63,556,1,2010
4593,Matt Forte,CHI,RB,16,16,51,547,3,2010
4576,Darren Sproles,SDG,RB,16,3,59,520,2,2010
4604,Darren McFadden,OAK,RB,13,13,47,507,3,2010
4578,Jahvid Best,DET,RB,16,9,58,487,2,2010
4570,Peyton Hillis,CLE,RB,16,14,61,477,2,2010
4613,Jamaal Charles,KAN,RB,16,6,45,468,3,2010
4608,Frank Gore,SFO,RB,11,11,46,452,2,2010
4599,Felix Jones,DAL,RB,16,7,48,450,1,2010
4609,Steven Jackson,STL,RB,16,16,46,383,0,2010
4661,Danny Woodhead,2TM,RB,15,3,34,379,1,2010
4648,Knowshon Moreno,DEN,RB,13,13,37,372,3,2010
4590,LaDainian Tomlinson,NYJ,RB,15,13,52,368,0,2010
4611,Cadillac Williams,TAM,RB,16,9,46,355,1,2010
4623,Brandon Jackson,GNB,RB,16,13,43,342,1,2010
4653,Adrian Peterson,MIN,RB,15,15,36,341,1,2010
4659,Maurice Jones-Drew,JAX,RB,14,14,34,317,2,2010
4601,Ahmad Bradshaw,NYG,RB,16,11,47,314,0,2010
4636,Mike Goodson,CAR,RB,16,3,40,310,0,2010
4641,Keiland Williams,WAS,RB,15,3,39,309,2,2010
4621,Jason Snelling,ATL,RB,14,0,44,303,3,2010
4664,Justin Forsett,SEA,RB,16,5,33,252,0,2010
4618,Chris Johnson,TEN,RB,16,16,44,245,1,2010
4663,Ronnie Brown,MIA,RB,16,16,33,242,0,2010
4681,Correll Buckhalter,DEN,RB,15,0,28,240,2,2010
4687,Rashad Jennings,JAX,RB,13,3,26,223,0,2010
4694,Mike Tolbert,SDG,RB,15,4,25,216,0,2010
4669,Fred Jackson,BUF,RB,16,13,31,215,2,2010
4657,Reggie Bush,NOR,RB,8,6,34,208,1,2010
4688,Mewelde Moore,PIT,RB,15,0,26,205,0,2010
4722,Donald Brown,IND,RB,13,8,20,205,0,2010
4677,Pierre Thomas,NOR,RB,6,3,29,201,0,2010
4736,Michael Bush,OAK,RB,14,3,18,194,0,2010
4679,Cedric Benson,CIN,RB,16,16,28,178,1,2010
4692,Maurice Morris,DET,RB,14,7,25,170,0,2010
4703,Rashard Mendenhall,PIT,RB,16,16,23,167,0,2010
4715,Toby Gerhart,MIN,RB,15,1,21,167,0,2010
4697,C.J. Spiller,BUF,RB,14,1,24,157,1,2010
4753,Brian Westbrook,SFO,RB,14,5,16,150,1,2010
4707,Jacob Hester,SDG,RB,15,7,22,145,1,2010
4708,Marshawn Lynch,2TM,RB,16,14,22,145,0,2010
4709,Ryan Mathews,SDG,RB,12,9,22,145,0,2010
4700,Ladell Betts,NOR,RB,8,1,23,141,0,2010
4735,Ricky Williams,MIA,RB,16,0,19,141,1,2010
4730,Chester Taylor,CHI,RB,16,1,20,139,0,2010
4725,Brian Leonard,CIN,RB,11,0,20,137,1,2010
4716,Tim Hightower,ARI,RB,16,13,21,136,0,2010
4749,Earnest Graham,TAM,RB,12,7,16,130,1,2010
4741,Ryan Torain,WAS,RB,10,8,18,125,2,2010
4731,Joseph Addai,IND,RB,8,7,19,124,0,2010
4787,Kevin Smith,DET,RB,6,0,11,123,0,2010
4761,Thomas Jones,KAN,RB,16,10,14,122,0,2010
4750,Shonn Greene,NYJ,RB,15,2,16,120,0,2010
4752,LaRod Stephens-Howling,ARI,RB,13,2,16,111,0,2010
4742,Tashard Choice,DAL,RB,16,0,17,109,0,2010
4816,Jonathan Stewart,CAR,RB,14,7,8,103,1,2010
4755,Ahmard Hall,TEN,RB,16,4,15,100,0,2010
4811,Patrick Cobbs,MIA,RB,16,1,8,91,2,2010
4771,BenJarvus Green-Ellis,NWE,RB,16,11,12,85,0,2010
4772,Jerome Harrison,2TM,RB,12,2,12,85,0,2010
4778,Michael Turner,ATL,RB,16,15,12,85,0,2010
4806,Leon Washington,SEA,RB,16,0,9,79,0,2010
4830,Sammy Morris,NWE,RB,16,0,7,77,0,2010
4869,Beanie Wells,ARI,RB,13,2,5,74,0,2010
4803,Isaac Redman,PIT,RB,16,0,9,72,2,2010
4777,Tyrell Sutton,CAR,RB,9,0,12,70,0,2010
4821,Mike Bell,2TM,RB,16,1,7,67,0,2010
4835,Danny Ware,NYG,RB,14,0,7,67,0,2010
4800,Javarris James,IND,RB,10,0,9,63,0,2010
4839,Kevin Faulk,NWE,RB,2,2,6,62,0,2010
4789,DeAngelo Williams,CAR,RB,6,6,11,61,0,2010
4792,Kenneth Darby,STL,RB,14,0,10,61,1,2010
4834,Derrick Ward,HOU,RB,16,0,7,61,0,2010
4786,Bernard Scott,CIN,RB,16,0,11,60,0,2010
4743,Julius Jones,2TM,RB,12,2,17,59,0,2010
4827,Brandon Jacobs,NYG,RB,16,5,7,59,0,2010
4762,Willis McGahee,BAL,RB,15,2,14,55,1,2010
4864,Clinton Portis,WAS,RB,5,5,5,55,0,2010
4812,Jerome Felton,DET,RB,16,2,8,54,0,2010
4876,Laurence Maroney,DEN,RB,4,3,4,50,0,2010
4780,Marion Barber III,DAL,RB,13,10,11,49,0,2010
4809,Aaron Brown,DET,RB,6,0,8,45,0,2010
4872,James Davis,2TM,RB,7,0,4,45,0,2010
4831,Javon Ringer,TEN,RB,16,0,7,44,0,2010
4791,Tim Castille,KAN,RB,10,4,10,43,0,2010
4819,Jason Wright,ARI,RB,15,1,8,42,0,2010
4853,Lorenzo Booker,MIN,RB,4,0,5,32,0,2010
4892,Dimitri Nance,GNB,RB,12,0,3,30,0,2010
4920,Keith Toston,STL,RB,16,0,2,29,0,2010
4870,Mike Cox,KAN,RB,7,2,4,27,0,2010
4888,Quinn Johnson,GNB,RB,11,4,3,26,0,2010
4841,Mike Hart,IND,RB,7,1,6,25,0,2010
4890,Joe McKnight,NYJ,RB,9,1,3,20,0,2010
4912,Reagan Maui'a,ARI,RB,15,4,2,20,0,2010
4946,Chris Ivory,NOR,RB,12,4,1,17,0,2010
4884,Lance Ball,DEN,RB,10,0,3,16,0,2010
4918,James Starks,GNB,RB,3,0,2,15,0,2010
4927,Brock Bolen,JAX,RB,4,0,1,15,0,2010
4852,LeGarrette Blount,TAM,RB,13,7,5,14,0,2010
4949,Kregg Lumpkin,TAM,RB,11,0,1,12,0,2010
4855,Anthony Dixon,SFO,RB,16,0,5,11,0,2010
4899,Steve Slaton,HOU,RB,12,1,3,11,0,2010
4922,Albert Young,MIN,RB,3,0,2,11,0,2010
4953,Cedric Peerman,CIN,RB,7,0,1,11,0,2010
4889,Deji Karim,JAX,RB,11,0,3,10,0,2010
4929,Eldra Buckley,PHI,RB,16,0,1,10,0,2010
4904,Michael Bennett,OAK,RB,7,0,2,9,0,2010
4906,John Conner,NYJ,RB,16,0,2,9,0,2010
4909,Quinton Ganther,2TM,RB,11,1,2,9,0,2010
4926,Jackie Battle,KAN,RB,16,0,1,9,0,2010
4952,Jerious Norwood,ATL,RB,2,0,1,9,0,2010
4944,Kareem Huggins,TAM,RB,3,0,1,7,0,2010
4887,Gartrell Johnson,ATL,RB,9,0,3,6,0,2010
4919,Fred Taylor,NWE,RB,7,0,2,6,0,2010
4956,Chris Pressley,2TM,RB,7,0,1,6,0,2010
4958,Dominic Rhodes,IND,RB,3,0,1,4,0,2010
4942,Lex Hilliard,MIA,RB,16,0,1,3,0,2010
4977,Jerome Johnson,ARI,RB,1,0,0,0,0,2010
4979,Stefan Logan,DET,RB,16,0,0,0,0,2010
4987,Antone Smith,ATL,RB,9,0,0,0,0,2010
4998,Darren Sproles,NOR,RB,16,4,86,710,7,2011
5011,Ray Rice,BAL,RB,16,16,76,704,3,2011
5050,Arian Foster,HOU,RB,13,13,53,617,2,2011
5052,Matt Forte,CHI,RB,12,12,52,490,1,2011
5060,Ryan Mathews,SDG,RB,14,14,50,455,0,2011
5084,LaDainian Tomlinson,NYJ,RB,14,1,42,449,2,2011
5091,Fred Jackson,BUF,RB,10,10,39,442,0,2011
5049,Mike Tolbert,SDG,RB,15,1,54,433,2,2011
5063,Pierre Thomas,NOR,RB,16,7,50,425,1,2011
5040,Chris Johnson,TEN,RB,16,16,57,418,0,2011
5100,Michael Bush,OAK,RB,16,9,37,418,1,2011
5069,Jonathan Stewart,CAR,RB,16,3,47,413,1,2011
5065,Roy Helu,WAS,RB,15,5,49,379,1,2011
5082,Maurice Jones-Drew,JAX,RB,16,16,43,374,3,2011
5083,Steven Jackson,STL,RB,15,15,42,333,1,2011
5066,LeSean McCoy,PHI,RB,15,15,48,315,3,2011
5080,Reggie Bush,MIA,RB,15,15,43,296,1,2011
5086,Kregg Lumpkin,TAM,RB,16,0,41,291,0,2011
5137,Jahvid Best,DET,RB,6,6,27,287,1,2011
5094,C.J. Spiller,BUF,RB,16,11,39,269,2,2011
5183,Ryan Grant,GNB,RB,15,14,19,268,1,2011
5114,Ahmad Bradshaw,NYG,RB,12,9,34,267,2,2011
5234,LaRod Stephens-Howling,ARI,RB,14,1,13,234,2,2011
5148,Maurice Morris,DET,RB,16,5,26,230,1,2011
5118,Felix Jones,DAL,RB,12,8,33,221,0,2011
5131,James Starks,GNB,RB,13,2,29,216,0,2011
5135,Marshawn Lynch,SEA,RB,15,15,28,212,1,2011
5127,Shonn Greene,NYJ,RB,16,15,30,211,0,2011
5170,Brian Leonard,CIN,RB,13,0,22,210,0,2011
5206,Kendall Hunter,SFO,RB,16,1,16,195,0,2011
5162,Toby Gerhart,MIN,RB,16,5,23,190,3,2011
5175,Jacquizz Rodgers,ATL,RB,16,0,21,188,1,2011
5136,Javon Ringer,TEN,RB,12,0,28,187,0,2011
5149,DeMarco Murray,DAL,RB,13,7,26,183,0,2011
5152,Jason Snelling,ATL,RB,15,0,26,179,1,2011
5172,Kevin Smith,DET,RB,7,4,22,179,3,2011
5143,Danny Ware,NYG,RB,16,1,27,170,0,2011
5200,Michael Turner,ATL,RB,16,15,17,168,0,2011
5166,Chris Ogbonnaya,2TM,RB,13,4,23,165,0,2011
5146,Earnest Graham,TAM,RB,7,2,26,163,0,2011
5270,BenJarvus Green-Ellis,NWE,RB,16,6,9,159,0,2011
5196,Danny Woodhead,NWE,RB,15,4,18,157,0,2011
5185,Darren McFadden,OAK,RB,7,7,19,154,1,2011
5191,Rashard Mendenhall,PIT,RB,15,15,18,154,0,2011
5201,Lance Ball,DEN,RB,16,0,16,148,1,2011
5212,LeGarrette Blount,TAM,RB,14,14,15,148,0,2011
5192,Adrian Peterson,MIN,RB,12,12,18,139,1,2011
5232,Joe McKnight,NYJ,RB,15,0,13,139,0,2011
5209,DeAngelo Williams,CAR,RB,16,14,16,135,0,2011
5177,Kahlil Bell,CHI,RB,13,3,19,133,1,2011
5169,Peyton Hillis,CLE,RB,10,9,22,130,0,2011
5161,Justin Forsett,SEA,RB,16,0,23,128,0,2011
5214,Brandon Jacobs,NYG,RB,14,6,15,128,1,2011
5179,Tashard Choice,3TM,RB,13,1,19,124,0,2011
5223,Montario Hardesty,CLE,RB,10,4,14,122,0,2011
5224,Deji Karim,JAX,RB,12,0,14,120,0,2011
5199,Frank Gore,SFO,RB,16,15,17,114,0,2011
5253,Mewelde Moore,PIT,RB,12,0,11,104,1,2011
5254,Knowshon Moreno,DEN,RB,7,2,11,101,1,2011
5235,Ben Tate,HOU,RB,15,2,13,98,0,2011
5210,Joseph Addai,IND,RB,12,11,15,93,0,2011
5228,Cadillac Williams,STL,RB,11,1,14,93,0,2011
5227,Chester Taylor,ARI,RB,12,1,14,91,0,2011
5202,Donald Brown,IND,RB,16,2,16,86,0,2011
5237,Ricky Williams,BAL,RB,16,0,13,83,0,2011
5241,Henry Hynoski,NYG,RB,11,4,12,83,0,2011
5211,Cedric Benson,CIN,RB,15,15,15,82,0,2011
5276,Lorenzo Booker,MIN,RB,15,0,8,82,0,2011
5193,Isaac Redman,PIT,RB,16,1,18,78,0,2011
5258,Tim Hightower,WAS,RB,5,5,10,78,1,2011
5247,Daniel Thomas,MIA,RB,13,2,12,72,1,2011
5259,Mossis Madu,TAM,RB,9,0,10,72,0,2011
5261,Brandon Saine,GNB,RB,8,0,10,69,0,2011
5266,Jackie Battle,KAN,RB,15,4,9,68,0,2011
5274,Evan Royster,WAS,RB,6,2,9,68,0,2011
5283,Keiland Williams,DET,RB,15,0,8,62,0,2011
5291,Jeremiah Johnson,DEN,RB,8,0,7,62,0,2011
5263,Beanie Wells,ARI,RB,14,14,10,52,0,2011
5243,Willis McGahee,DEN,RB,15,14,12,51,1,2011
5305,Marion Barber III,CHI,RB,11,1,5,50,0,2011
5311,Lex Hilliard,MIA,RB,16,4,5,49,0,2011
5239,Jacob Hester,SDG,RB,16,3,12,48,1,2011
5262,Leon Washington,SEA,RB,16,1,10,48,0,2011
5250,Mark Ingram,NOR,RB,10,4,11,46,0,2011
5312,Thomas Jones,KAN,RB,16,8,5,43,0,2011
5287,Curtis Brinkley,SDG,RB,10,1,7,41,0,2011
5325,Jerome Felton,2TM,RB,14,3,4,40,0,2011
5233,Bernard Scott,CIN,RB,16,1,13,38,0,2011
5288,Kevin Faulk,NWE,RB,7,3,7,34,0,2011
5326,Jamie Harper,TEN,RB,13,0,4,32,0,2011
5313,Owen Marecic,CLE,RB,14,4,5,31,0,2011
5351,Quinn Johnson,TEN,RB,4,1,3,30,0,2011
5379,Taiwan Jones,OAK,RB,10,0,2,25,0,2011
5303,Ryan Torain,WAS,RB,8,4,6,23,0,2011
5361,Alfonso Smith,ARI,RB,15,0,3,21,0,2011
5389,Phillip Tanner,DAL,RB,9,0,2,19,0,2011
5413,Stefan Logan,DET,RB,16,1,1,19,0,2011
5307,Delone Carter,IND,RB,16,3,5,18,0,2011
5363,Manase Tonga,OAK,RB,11,3,3,18,0,2011
5442,Eddie Williams,2TM,RB,6,0,1,17,0,2011
5315,Sammy Morris,DAL,RB,3,0,5,13,0,2011
5356,Stevan Ridley,NWE,RB,16,2,3,13,0,2011
5384,Da'Rel Scott,NYG,RB,11,0,2,13,0,2011
5390,Chauncey Washington,DAL,RB,2,0,2,13,0,2011
5417,Reagan Maui'a,ARI,RB,3,3,1,12,0,2011
5309,Jamaal Charles,KAN,RB,2,1,5,9,1,2011
5396,Aaron Brown,DET,RB,1,0,1,9,0,2011
5398,Shaun Chapas,DAL,RB,3,0,1,9,0,2011
5426,Bilal Powell,NYJ,RB,2,0,1,7,0,2011
5368,Brock Bolen,JAX,RB,13,0,2,6,0,2011
5400,Anthony Dixon,SFO,RB,16,0,1,6,0,2011
5401,Jonathan Dwyer,PIT,RB,7,0,1,6,0,2011
5406,Alex Green,GNB,RB,4,0,1,6,0,2011
5414,Ryan Mahaffey,IND,RB,5,0,1,5,0,2011
